node,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,deg_7,deg_8,deg_9,deg_10,deg_11,deg_12,deg_13,deg_14,deg_15,deg_16,deg_17,deg_18,deg_19,deg_20
19375,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19376,246,178,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19377,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19378,246,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19379,246,26,24,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,99,98,81,60,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19380,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19381,246,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19382,246,190,40,24,5,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0
19383,246,190,26,18,18,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19384,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19385,246,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19386,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19387,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19388,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19389,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,908,711,538,310,284,278,227,225,212,204,203,178,178,166,164,162,156,149,147,141
19390,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19391,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19392,246,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19393,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19394,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19395,246,190,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19396,246,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19397,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19398,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19399,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1367,1143,1099,1026,815,607,497,481,468,455,417,386,344,339,339,327,309,297,295,286
1940,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19400,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19401,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19402,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19403,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19404,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19406,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19407,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19408,197,82,74,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19409,141,81,58,29,28,22,20,15,10,0,0,0,0,0,0,0,0,0,0,0
1941,1367,711,344,339,309,295,286,285,280,278,246,229,223,221,219,214,190,168,158,136
19410,141,58,29,28,22,19,13,9,6,4,0,0,0,0,0,0,0,0,0,0
19411,591,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19412,58,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19413,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19414,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19415,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19416,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19417,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19418,123,91,69,28,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19419,271,105,91,69,57,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19422,711,61,54,17,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19423,23,15,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19424,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19425,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19426,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19427,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19428,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19429,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,449,309,243,207,186,151,135,74,70,49,35,27,23,0,0,0,0,0,0,0
19430,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19431,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19432,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19433,135,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19434,46,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19435,46,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19436,171,163,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19437,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19438,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19439,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,538,365,361,309,229,183,149,126,107,87,80,68,63,42,36,35,33,22,14,10
19440,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19441,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19442,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19443,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19444,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19445,46,10,7,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19446,60,20,8,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19447,207,53,8,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19448,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19449,223,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,310,309,223,156,126,121,36,23,22,16,0,0,0,0,0,0,0,0,0,0
19450,230,223,88,43,39,20,15,12,9,0,0,0,0,0,0,0,0,0,0,0
19451,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19452,829,332,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19453,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19454,68,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19455,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19456,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19457,102,43,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19458,102,43,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19459,102,43,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,711,339,310,309,280,246,229,223,178,162,147,147,133,126,78,75,53,51,47,46
19460,102,68,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461,102,47,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19462,314,102,55,52,46,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0
19463,71,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19464,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19465,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19466,46,13,12,8,6,6,6,6,3,1,0,0,0,0,0,0,0,0,0,0
19467,29,25,16,16,14,12,11,11,11,10,9,9,9,9,9,8,7,7,7,7
19468,46,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19469,46,10,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0
1947,339,310,309,293,264,190,138,126,111,102,94,54,41,38,36,34,23,22,18,10
19470,505,365,85,61,13,10,6,6,6,6,6,6,0,0,0,0,0,0,0,0
19471,13,12,10,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19472,13,12,10,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19473,13,12,10,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19474,13,12,10,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19475,12,12,10,7,7,7,7,6,6,6,6,5,2,0,0,0,0,0,0,0
19476,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19477,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19478,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19479,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,309,181,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19480,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19481,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19482,109,18,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19483,137,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19484,137,132,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19485,137,132,26,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19486,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19487,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19488,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19489,137,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19490,132,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19491,197,132,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19492,168,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19493,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19494,449,389,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19495,132,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19496,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19497,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19498,132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,132,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1261,1244,1099,1026,924,834,829,815,686,666,609,607,552,542,540,538,537,514,497,496
1950,309,100,68,60,58,56,5,3,0,0,0,0,0,0,0,0,0,0,0,0
19500,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19501,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19502,132,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19503,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19504,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19505,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19506,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19507,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19508,186,132,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19509,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,1244,591,446,386,344,309,286,285,219,209,203,197,181,174,172,168,156,137,121,119
19510,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19511,197,22,15,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19512,197,22,15,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19513,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19514,197,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19515,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19516,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19517,225,197,92,58,54,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0
19518,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19519,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,1143,1099,1068,396,309,47,47,18,0,0,0,0,0,0,0,0,0,0,0,0
19520,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19521,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19522,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19523,197,141,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19524,197,141,12,6,6,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
19525,197,8,8,6,6,5,5,4,3,3,3,3,0,0,0,0,0,0,0,0
19526,197,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19527,197,82,74,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19528,197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19529,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,591,481,339,309,293,280,264,246,212,190,181,158,147,141,126,125,119,111,102,100
19530,197,72,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19531,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19532,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19533,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19534,197,23,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19535,197,36,23,22,18,16,15,13,9,9,4,0,0,0,0,0,0,0,0,0
19536,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19537,197,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19538,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19539,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,422,310,309,212,120,77,54,28,22,8,0,0,0,0,0,0,0,0,0,0
19540,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19541,197,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19542,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19543,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19544,10,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19545,12,8,6,5,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
19546,12,10,8,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19547,12,10,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19548,10,8,6,5,4,4,4,4,4,3,3,3,0,0,0,0,0,0,0,0
19549,12,10,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19550,12,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19551,711,539,423,332,235,206,87,73,13,0,0,0,0,0,0,0,0,0,0,0
19552,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19553,50,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19554,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19555,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19556,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19560,105,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19561,83,48,24,18,17,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0
19562,83,48,24,18,17,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0
19563,83,56,37,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19564,83,56,37,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19565,32,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19566,93,21,20,20,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19567,20,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19568,29,21,20,20,15,15,13,7,0,0,0,0,0,0,0,0,0,0,0,0
19569,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,309,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19570,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19571,24,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19572,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19573,57,24,10,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19574,57,24,10,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19575,57,52,52,24,8,7,6,6,3,2,0,0,0,0,0,0,0,0,0,0
19576,542,486,24,10,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19577,24,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19578,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19579,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,711,309,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19580,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19581,711,225,136,75,74,68,67,44,35,21,10,8,0,0,0,0,0,0,0,0
19582,163,14,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19583,14,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19584,163,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19585,163,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19586,163,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19587,123,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19588,449,123,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19589,225,123,81,48,47,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,309,181,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19590,123,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19591,711,141,78,77,66,56,24,21,12,9,9,6,5,0,0,0,0,0,0,0
19592,12,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19593,12,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19594,12,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19595,107,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19596,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19597,50,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19598,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19599,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1244,497,424,365,339,205,162,155,112,111,110,101,101,91,51,40,39,31,23,18
1960,1068,479,366,338,309,297,141,138,136,131,130,125,114,113,77,69,64,64,60,58
19600,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19601,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19602,62,54,53,50,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19603,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19604,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19605,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19606,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19607,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19608,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19609,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,711,446,386,310,309,280,229,226,219,204,197,190,178,172,159,157,147,126,121,119
19610,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19611,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19612,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19613,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19614,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19615,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19616,50,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19617,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19618,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19619,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1367,1244,607,591,497,481,455,417,377,366,309,305,300,297,295,286,275,247,214,212
19620,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19621,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19622,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19623,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19624,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19625,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19626,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19627,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19628,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19629,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19630,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19631,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19632,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19633,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19634,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19635,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19636,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19637,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19638,57,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19639,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,924,309,212,160,127,111,47,35,33,24,23,23,22,18,10,4,4,0,0,0
19640,190,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19641,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19642,190,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19643,190,25,8,8,6,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0
19644,190,40,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19645,190,40,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19646,190,40,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19647,190,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19648,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19649,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,309,181,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19650,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19651,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19652,190,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19653,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19654,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19655,190,25,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
19656,190,25,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
19657,190,25,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
19658,190,25,9,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
19659,190,25,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1261,1244,1099,1026,924,829,424,421,417,396,332,314,309,298,292,253,240,233,232,230
19660,190,25,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
19661,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19662,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19663,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19664,190,25,9,6,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
